date,open,high,low,close,volume,adjusted_close,change_percent,avg_vol_20d
1992-07-13,45.752,47.124,45.248,47.0008,1121099,0.3414,2.74,232272870.1
1992-07-14,47.0008,47.9976,47.0008,47.4992,1124899,0.3451,1.08,229112790.25
1992-07-15,47.4992,49.0,47.2528,47.9976,1557699,0.3487,1.04,219568150.7
1992-07-16,47.7512,49.0,47.2528,48.748,1248199,0.3541,1.55,211345671.05
1992-07-17,45.0016,45.9984,44.6264,45.0016,3782499,0.3269,-7.68,210841671.1
1992-07-20,44.7496,45.248,43.9992,44.7496,1714399,0.3251,-0.55,199070471.6
1992-07-21,45.5,46.2504,45.0016,45.752,1178099,0.3323,2.21,186170872.15
1992-07-22,45.248,45.5,43.9992,44.2512,1446199,0.3214,-3.28,178692072.45
1992-07-23,44.4976,44.7496,43.7528,44.7496,1535599,0.3251,1.15,176738232.55
1992-07-24,44.4976,46.2504,43.9992,45.8752,1205099,0.3333,2.52,175456392.6
1992-07-27,45.752,46.5024,45.248,45.248,721400,0.3287,-1.38,173977993.25
1992-07-28,45.5,46.5024,45.248,46.5024,1198599,0.3378,2.77,171268713.35
1992-07-29,46.6256,47.7512,46.5024,47.2528,2238999,0.3432,1.6,174139833.2
1992-07-30,47.2528,47.4992,46.7488,47.2528,1231199,0.3432,0.0,173858153.2
1992-07-31,47.2528,47.4992,46.7488,46.7488,809899,0.3396,-1.05,165561193.55
1992-08-03,46.7488,47.2528,45.5,45.752,611999,0.3323,-2.15,162888313.65
1992-08-04,45.0016,45.752,44.7496,45.5,1068899,0.3305,-0.54,158519753.85
1992-08-05,45.5,45.5,44.4976,44.7496,1243399,0.3251,-1.63,155685033.95
1992-08-06,44.2512,44.4976,42.7504,43.9992,2303299,0.3196,-1.69,160293833.75
1992-08-07,42.0,43.7528,41.5016,43.3776,1956799,0.3151,-1.41,164070473.6
1992-08-10,43.2488,44.4976,43.0024,44.1224,816499,0.3205,1.71,162364713.1
1992-08-11,44.4976,44.4976,43.0024,43.5008,1083099,0.316,-1.4,162130633.1
1992-08-12,43.7528,44.2512,43.2488,44.1224,1071299,0.3205,1.42,159406793.2
1992-08-13,44.4976,45.5,44.2512,44.7496,1526699,0.3251,1.44,160966393.15
1992-08-14,45.0016,45.248,44.4976,44.7496,1215199,0.3251,0.0,146589513.75
1992-08-17,44.2512,44.7496,43.7528,44.7496,1149199,0.326,0.28,143424393.85
1992-08-18,44.4976,45.248,44.4976,44.7496,1002799,0.326,0.0,142442713.9
1992-08-19,44.6264,45.248,44.4976,44.4976,1522699,0.3241,-0.58,142871113.9
1992-08-20,44.7496,45.0016,44.2512,44.7496,972399,0.326,0.59,139717194.0
1992-08-21,44.7496,45.248,43.9992,44.7496,977399,0.326,0.0,138442074.05
1992-08-24,44.2512,44.7496,43.2488,43.2488,1358699,0.315,-3.37,142010953.3
1992-08-25,43.2488,44.4976,43.2488,44.3744,1181799,0.3232,2.6,141916873.3
1992-08-26,44.2512,44.4976,43.2488,44.2512,1080899,0.3223,-0.28,135431513.6
1992-08-27,44.7496,45.1248,44.2512,44.4976,738799,0.3241,0.56,132674073.7
1992-08-28,44.2512,45.248,43.9992,45.0016,546799,0.3278,1.14,131200713.75
1992-08-31,45.0016,46.2504,44.7496,45.9984,1081399,0.3351,2.23,133829353.65
1992-09-01,46.2504,46.5024,45.752,46.5024,538299,0.3387,1.07,130857993.75
1992-09-02,46.5024,48.748,46.5024,48.5016,1695499,0.3533,4.31,133389753.65
1992-09-03,49.0,49.252,47.7512,47.7512,1891599,0.3478,-1.56,131084233.75
1992-09-04,48.2496,48.2496,46.7488,47.2528,564599,0.3442,-1.04,123287914.05
1992-09-08,46.7488,47.9976,46.5024,47.7512,624999,0.3478,1.05,122215514.65
1992-09-09,47.9976,49.252,47.7512,49.0,1403599,0.3569,2.62,124010314.55
1992-09-10,47.9976,49.4984,47.4992,49.252,2037299,0.3587,0.5,129419914.3
1992-09-11,49.0,49.252,47.4992,47.6224,1606099,0.3469,-3.29,129864554.25
1992-09-14,49.0,50.0024,48.5016,49.4984,1916799,0.3606,3.95,133793514.1
1992-09-15,49.252,49.252,47.7512,48.2496,1951099,0.3514,-2.55,138284153.95
1992-09-16,47.7512,48.2496,46.5024,47.0008,1595699,0.3423,-2.59,141604393.8
1992-09-17,47.2528,47.2528,45.3768,45.9984,1539599,0.3351,-2.1,141699033.8
1992-09-18,45.752,46.8776,45.248,46.5024,1032199,0.3387,1.07,142033913.8
1992-09-21,46.7488,47.7512,46.2504,46.5024,800699,0.3387,0.0,141044393.85
1992-09-22,46.7488,46.7488,45.248,45.752,995899,0.3332,-1.62,139012713.95
1992-09-23,45.9984,47.4992,45.5,47.4992,1106899,0.346,3.84,138593274.0
1992-09-24,47.2528,47.7512,46.2504,46.2504,1121899,0.3369,-2.63,138822874.0
1992-09-25,46.2504,46.5024,45.248,45.5,1227399,0.3314,-1.63,141559033.9
1992-09-28,45.0016,45.0016,43.7528,44.7496,1334999,0.326,-1.63,145972953.75
1992-09-29,44.4976,45.5,43.9992,44.8728,1404199,0.3269,0.28,147780633.65
1992-09-30,45.0016,45.5,44.4976,45.1248,893299,0.3287,0.55,149768633.05
1992-10-01,44.7496,45.1248,44.2512,44.2512,1090799,0.3223,-1.95,146382313.2
1992-10-02,44.4976,44.7496,43.0024,43.7528,1012299,0.3187,-1.12,141458233.4
1992-10-05,43.2488,43.7528,41.5016,43.5008,2365699,0.3168,-0.6,151544393.0
1992-10-06,43.7528,45.0016,42.7504,44.7496,1012899,0.326,2.9,153716632.9
1992-10-07,45.0016,45.248,43.5008,43.7528,1011699,0.3187,-2.24,151521993.0
1992-10-08,43.9992,44.2512,43.0024,43.5008,1133699,0.3168,-0.6,146461833.25
1992-10-09,43.5008,43.9992,43.0024,43.3776,524499,0.3159,-0.28,140404873.5
1992-10-12,43.2488,44.2512,43.2488,43.9992,639599,0.3205,1.46,133252553.8
1992-10-13,44.7496,45.9984,43.9992,45.3768,1314099,0.3305,3.12,129685353.95
1992-10-14,45.248,46.2504,45.0016,45.9984,854699,0.3351,1.39,125535754.15
1992-10-15,45.752,45.9984,45.248,45.5,673399,0.3314,-1.1,120685034.35
1992-10-16,46.7488,49.4984,46.5024,49.0,4029699,0.3569,7.69,137471033.65
1992-10-19,49.0,49.252,48.5016,49.0,1750399,0.3569,0.0,142789353.45
1992-10-20,49.0,50.0024,48.5016,49.1232,2564699,0.3578,0.25,151574633.1
1992-10-21,49.252,49.4984,47.9976,48.5016,1020099,0.3533,-1.26,151088553.1
1992-10-22,48.5016,49.252,48.2496,48.748,754200,0.3551,0.51,149029433.75
1992-10-23,49.252,49.4984,48.2496,48.748,816299,0.3551,0.0,146727273.3
1992-10-26,48.748,51.4976,48.5016,51.4976,2238299,0.3751,5.63,151785753.05
1992-10-27,51.4976,52.5,50.9992,51.4976,1892499,0.3751,0.0,154520232.95
1992-10-28,51.2512,52.752,50.7528,52.248,1755299,0.3806,1.47,159347433.3
1992-10-29,52.248,54.0008,51.4976,53.2504,1904799,0.3879,1.92,163905833.1
1992-10-30,53.5024,53.5024,52.0016,52.5,1159199,0.3824,-1.42,164728473.05
1992-11-02,52.5,52.752,51.7496,52.248,1518699,0.3806,-0.47,159985273.25
1992-11-03,52.5,52.5,51.4976,52.0016,1006699,0.3788,-0.47,159950553.25
1992-11-04,52.0016,52.752,52.0016,52.5,1217499,0.3824,0.95,161103033.2
1992-11-05,52.5,54.9976,52.5,54.9976,2661199,0.4006,4.76,169657032.8
1992-11-06,54.7512,56.4984,54.7512,55.748,2356899,0.4061,1.37,179918472.4
1992-11-09,56.0,56.0,54.7512,55.2496,1008299,0.4024,-0.91,181983192.3
1992-11-10,54.9976,56.4984,54.7512,56.252,1091299,0.4097,1.81,180735512.35
1992-11-11,56.4984,58.2512,56.252,56.7504,1253799,0.4134,0.9,182970472.25
1992-11-12,57.0024,57.5008,56.3752,56.8736,960699,0.4143,0.22,184579352.15
1992-11-13,57.0024,57.2488,56.0,56.252,756700,0.4097,-1.11,166250553.5
1992-11-16,56.252,57.7528,56.0,57.3776,603099,0.4179,2.0,159825673.75
1992-11-17,57.2488,57.5008,54.8744,55.2496,1507199,0.4024,-3.71,153903674.0
1992-11-18,56.0,58.2512,55.5016,57.7528,2721499,0.4206,4.52,163431513.6
1992-11-19,57.7528,59.5,57.7528,58.2512,2147699,0.4243,0.88,171235112.7
1992-11-20,58.4976,58.7496,57.0024,57.5008,1388299,0.4188,-1.3,174438313.1
1992-11-23,56.4984,57.0024,56.252,56.7504,1363599,0.4134,-1.29,169539993.3
1992-11-24,57.0024,57.5008,56.4984,57.5008,1400199,0.4188,1.31,166783113.4
1992-11-25,57.0024,57.2488,56.0,56.4984,1047499,0.4115,-1.74,162819433.55
1992-11-27,56.4984,57.2488,56.252,56.4984,421399,0.4115,0.0,154512393.9
1992-11-30,56.252,57.5008,55.6248,57.5008,1433099,0.4197,1.99,156046233.85
1992-12-01,57.2488,59.0016,56.7504,58.2512,1180699,0.4252,1.31,154153433.9
1992-12-02,58.2512,58.4976,57.0024,57.2488,872999,0.4179,-1.72,153404713.4
1992-12-03,56.4984,57.624,56.1232,57.5008,1674899,0.4197,0.43,155966153.3
1992-12-04,57.2488,57.5008,56.4984,56.8736,855199,0.4151,-1.1,145852553.75
1992-12-07,56.7504,57.7528,56.7504,57.7528,1287699,0.4215,1.54,139865034.0
1992-12-08,57.7528,58.7496,57.7528,58.1224,1755699,0.4243,0.66,144050473.85
1992-12-09,57.7528,57.9992,57.2488,57.624,1423299,0.4206,-0.87,145909673.75
1992-12-10,57.2488,57.624,56.4984,57.2488,1251699,0.4179,-0.64,145897913.75
1992-12-11,57.2488,58.2512,57.2488,57.5008,1073099,0.4197,0.43,146527353.75
1992-12-14,57.5008,57.7528,56.7504,57.2488,986699,0.4179,-0.43,147815353.1
1992-12-15,56.7504,57.0024,55.5016,56.3752,1629799,0.4115,-1.53,153564872.85
1992-12-16,56.252,57.0024,54.4992,54.9976,2017199,0.4015,-2.43,156420872.7
1992-12-17,55.2496,57.5008,55.2496,56.8736,2088099,0.4151,3.39,152873832.85
1992-12-18,57.5008,59.248,57.2488,58.2512,2102299,0.4252,2.43,152619592.85
1992-12-21,58.2512,59.9984,57.9992,59.6232,2286299,0.4352,2.35,157648392.65
1992-12-22,59.752,61.2528,59.752,60.6256,2501499,0.4425,1.68,164020632.4
1992-12-23,60.2504,60.5024,59.248,59.752,1002799,0.4361,-1.45,161795192.5
1992-12-24,59.9984,59.9984,59.0016,59.0016,410399,0.4307,-1.24,158227432.65
1992-12-28,59.248,59.752,59.248,59.5,628999,0.4343,0.84,159389992.6
1992-12-29,59.5,60.7488,59.5,59.6232,1038199,0.4352,0.21,157178552.7
1992-12-30,59.752,59.752,58.7496,58.7496,898099,0.4288,-1.47,155595992.2
1992-12-31,58.7496,59.9984,58.7496,59.752,823499,0.4361,1.7,155318792.2
1993-01-04,59.5,59.9984,57.7528,58.2512,1152999,0.4252,-2.5,152396152.3
1993-01-05,57.9992,59.248,57.2488,59.248,1662999,0.4325,1.72,156919832.1
1993-01-06,60.7488,61.9976,60.5024,61.7512,2512499,0.4507,4.21,163778711.8
1993-01-07,61.7512,62.5016,60.6256,61.0008,2429799,0.4453,-1.2,167553671.6
1993-01-08,60.7488,63.0,59.752,62.2496,2865499,0.4544,2.04,175629991.25
1993-01-11,61.9976,64.3776,61.7512,64.1256,2443999,0.4681,3.01,182306870.95
1993-01-12,62.748,63.7504,61.4992,61.4992,3090699,0.4489,-4.1,193605430.45
1993-01-13,61.4992,64.0024,61.2528,63.4984,1782499,0.4635,3.25,198061910.25
1993-01-14,64.0024,65.2512,63.7504,64.9992,3283999,0.4745,2.37,207325429.85
1993-01-15,61.0008,62.2496,59.9984,60.2504,8059199,0.4398,-7.31,241160628.4
1993-01-18,59.5,59.9984,57.9992,59.5,2978899,0.4343,-1.25,246149108.2
1993-01-19,59.752,60.5024,59.248,59.752,2446799,0.4361,0.41,248078308.1
1993-01-20,59.752,60.2504,59.5,59.9984,1417299,0.438,0.44,243211908.3
1993-01-21,59.752,60.2504,58.7496,59.9984,1646599,0.438,0.0,238424468.5
1993-01-22,60.2504,60.2504,59.0016,59.5,1311999,0.4343,-0.84,240155988.45
1993-01-25,59.248,60.5024,59.248,59.9984,1805999,0.438,0.85,247971348.1
1993-01-26,60.5024,61.9976,60.5024,60.7488,2550199,0.4434,1.23,258730067.65
1993-01-27,61.0008,61.7512,58.7496,60.2504,2023399,0.4398,-0.81,264247187.4
1993-01-28,59.9984,60.2504,59.248,59.8752,1643199,0.437,-0.64,268419747.8
1993-01-29,60.2504,61.2528,59.0016,59.5,2375899,0.4343,-0.62,277113188.0
1993-02-01,59.248,61.2528,59.248,61.2528,2147799,0.4471,2.95,282684067.8
1993-02-02,60.7488,61.4992,60.2504,60.2504,1627999,0.4398,-1.63,282488067.8
1993-02-03,61.0008,61.0008,58.4976,59.9984,2358799,0.438,-0.41,281627347.85
1993-02-04,59.9984,60.2504,59.0016,59.5,1858499,0.4343,-0.84,278428068.0
1993-02-05,59.248,59.5,56.252,57.2488,3282299,0.4179,-3.78,280762147.9
1993-02-08,57.0024,57.5008,55.5016,56.4984,2509599,0.4124,-1.32,281129507.9
1993-02-09,57.0024,57.3776,56.4984,56.8736,2130899,0.4151,0.65,275754628.15
1993-02-10,57.0024,57.2488,54.9976,55.748,2395399,0.4069,-1.98,279186868.0
1993-02-11,55.748,56.252,54.9976,55.1264,1502399,0.4024,-1.11,269209908.45
1993-02-12,54.9976,55.5016,53.7488,53.8776,2458899,0.3941,-2.06,237848229.8
1993-02-16,53.5024,53.5024,51.4976,52.9984,3640499,0.3877,-1.62,241553189.6
1993-02-17,53.2504,54.0008,52.0016,53.8776,2228399,0.3941,1.65,240330149.65
1993-02-18,54.9976,55.2496,53.5024,54.9976,2501099,0.4023,2.08,246399429.4
1993-02-19,55.2496,55.5016,54.7512,54.9976,1587499,0.4023,0.0,246068469.4
1993-02-22,54.9976,56.0,54.7512,55.1264,881799,0.4033,0.25,243659348.95
1993-02-23,54.9976,55.2496,54.0008,54.2528,1732799,0.3969,-1.59,243249429.0
1993-02-24,52.1248,53.8776,52.1248,53.6256,2559599,0.3923,-1.16,243302069.0
1993-02-25,53.2504,54.7512,53.2504,54.7512,1493099,0.4005,2.09,240332389.15
1993-02-26,54.2528,54.2528,52.248,52.9984,2632899,0.3877,-3.2,245874708.9
1993-03-01,52.9984,53.5024,52.752,53.2504,1065199,0.3895,0.46,238534789.2
1993-03-02,52.9984,54.4992,52.9984,54.2528,1318699,0.3969,1.9,233891829.4
1993-03-03,54.0008,54.9976,53.2504,54.6224,1809799,0.3996,0.68,234909909.35
1993-03-04,54.4992,55.2496,53.5024,54.9976,1681599,0.4023,0.68,231117589.5
1993-03-05,54.7512,55.748,54.7512,54.9976,996599,0.4023,0.0,226290949.7
1993-03-08,54.9976,56.7504,54.9976,56.4984,1580399,0.4133,2.73,216760310.1
1993-03-09,56.4984,57.5008,56.4984,56.7504,1382399,0.4151,0.44,210447990.35
1993-03-10,56.7504,57.2488,56.0,56.7504,1182999,0.4151,0.0,205139750.55
1993-03-11,57.0024,57.2488,56.252,56.8736,1291199,0.4161,0.24,198956230.85
1993-03-12,56.7504,56.7504,55.5016,56.252,1131199,0.4115,-1.11,196877510.95
1993-03-15,56.0,57.2488,55.3728,57.0024,1214599,0.417,1.34,189909431.25
1993-03-16,57.2488,57.7528,56.4984,56.4984,902299,0.4133,-0.89,174575511.95
1993-03-17,56.4984,57.0024,54.9976,55.1264,1573399,0.4033,-2.42,170907512.1
1993-03-18,54.9976,55.6248,54.4992,54.4992,948099,0.3987,-1.14,162210712.45
1993-03-19,54.9976,55.2496,53.5024,53.7488,1375899,0.3932,-1.38,161025752.5
1993-03-22,53.5024,53.8776,52.752,53.2504,1474999,0.3895,-0.94,164347672.9
1993-03-23,53.2504,54.0008,52.6232,52.752,915499,0.3859,-0.92,159770793.1
1993-03-24,52.752,54.2528,52.5,53.7488,1277399,0.3932,1.89,152590473.4
1993-03-25,53.7488,54.7512,53.5024,54.7512,1527199,0.4005,1.86,152781433.4
1993-03-26,54.7512,54.7512,52.5,53.2504,1356899,0.3895,-2.75,145635833.7
1993-03-29,52.248,52.5,50.7528,50.9992,2336699,0.3731,-4.21,152756233.4
1993-03-30,51.1224,52.248,50.2488,52.248,2357599,0.3822,2.44,158574073.15
1993-03-31,52.5,52.752,51.2512,51.4976,1991399,0.3767,-1.44,159591033.1
1993-04-01,51.2512,52.0016,50.9992,51.7496,966099,0.3786,0.5,155584233.25
1993-04-02,50.5008,51.2512,49.4984,50.1256,2265999,0.3667,-3.14,162692872.95
1993-04-05,50.0024,50.5008,49.4984,50.0024,1331899,0.3658,-0.25,161301273.05
1993-04-06,50.0024,50.2488,48.748,48.748,1503299,0.3566,-2.52,161978313.05
1993-04-07,49.0,50.7528,48.5016,50.5008,1453999,0.3694,3.59,163495913.0
1993-04-08,50.0024,50.5008,49.0,49.7504,1459199,0.3639,-1.49,164436712.95
1993-04-12,49.4984,50.9992,49.4984,50.0024,830799,0.3658,0.52,162754472.45
1993-04-13,50.5008,51.2512,48.2496,48.5016,1468599,0.3548,-3.01,164176872.4
1993-04-14,48.2496,48.748,47.6224,48.748,1518399,0.3566,0.51,167627032.25
1993-04-15,48.2496,48.2496,46.7488,47.2528,1952699,0.3456,-3.08,169751112.2
1993-04-16,48.5016,48.748,47.376,48.1264,6132600,0.352,1.85,198784316.55
1993-04-19,48.5016,49.4984,48.2496,48.5016,2034499,0.3548,0.8,202472476.4
1993-04-20,48.748,50.2488,48.2496,50.0024,2143299,0.3658,3.1,206214956.25
1993-04-21,50.2488,50.7528,49.252,49.6272,1832799,0.363,-0.77,211351836.0
1993-04-22,49.252,50.5008,49.0,50.0024,1407799,0.3658,0.77,212082075.95
1993-04-23,49.7504,50.2488,48.748,49.252,1197699,0.3603,-1.5,210236876.0
1993-04-26,49.252,49.7504,48.5016,49.0,917899,0.3584,-0.53,207778476.15
1993-04-27,48.748,50.2488,48.748,50.2488,1157799,0.3676,2.57,201176636.4
1993-04-28,49.7504,52.0016,49.7504,51.3744,1457499,0.3758,2.23,196136076.6
1993-04-29,51.4976,51.7496,50.1256,50.7528,736099,0.3712,-1.22,189106396.9
1993-04-30,50.7528,52.5,50.7528,51.2512,1181599,0.3749,1.0,190313196.85
1993-05-03,51.2512,52.0016,50.9992,51.8728,581999,0.3795,1.23,180882797.25
1993-05-04,52.248,54.2528,52.0016,53.3736,1525199,0.3905,2.9,181965277.2
1993-05-05,52.9984,55.5016,52.9984,54.4992,2259499,0.3987,2.1,186199997.0
1993-05-06,54.4992,54.7512,53.5024,53.7488,629099,0.3932,-1.38,181580557.2
1993-05-07,53.5024,54.7512,53.5024,54.7512,731200,0.4005,1.86,177503757.95
1993-05-10,54.9976,55.8768,54.9976,54.9976,1231499,0.4023,0.45,179747678.4
1993-05-11,54.9976,55.2496,54.0008,54.4992,1414099,0.3987,-0.89,179442478.4
1993-05-12,54.2528,54.7512,52.9984,53.2504,939499,0.3895,-2.31,176200638.5
1993-05-13,53.5024,55.748,53.5024,55.5016,3229699,0.406,4.24,183351838.15
1993-05-14,55.2496,56.0,54.9976,55.5016,1048299,0.406,0.0,154879753.8
1993-05-17,55.5016,56.0,54.9976,55.748,621799,0.4078,0.44,146968634.15
1993-05-18,55.5016,56.252,54.9976,55.5016,1459599,0.406,-0.44,143139914.3
1993-05-19,54.7512,57.5008,54.4992,57.2488,1542599,0.4188,3.15,141514794.4
1993-05-20,57.2488,59.0016,57.2488,58.7496,2593999,0.4298,2.63,148157514.15
1993-05-21,58.7496,59.1248,56.7504,57.5008,1322199,0.4206,-2.14,148854714.15
1993-05-24,56.7504,58.7496,56.7504,57.624,1342099,0.4215,0.21,151230234.05
1993-05-25,56.7504,57.5008,55.748,56.3752,1613599,0.4124,-2.16,153782713.95
1993-05-26,56.0,57.7528,55.3728,57.7528,1085399,0.4225,2.45,151698954.05
1993-05-27,57.7528,58.4976,57.2488,57.5008,1761499,0.4206,-0.45,157441193.85
1993-05-28,57.0024,57.5008,56.252,56.6272,1642399,0.4151,-1.31,160021673.75
1993-06-01,56.4984,57.7528,56.4984,57.0024,1205999,0.4178,0.65,163516073.6
1993-06-02,56.7504,58.2512,56.0,57.0024,1789999,0.4178,0.0,164998953.5
1993-06-03,57.0024,57.2488,56.0,56.3752,1400499,0.4133,-1.08,160188553.7
1993-06-04,55.748,56.252,54.4992,54.8744,1907899,0.4023,-2.66,167349833.4
1993-06-07,54.4992,54.7512,50.3776,50.7528,4306299,0.372,-7.53,187370391.95
1993-06-08,48.748,50.0024,47.9976,49.4984,5545499,0.3629,-2.45,211528790.9
1993-06-09,45.0016,45.6232,43.9992,44.2512,10521599,0.3244,-10.61,262530788.7
1993-06-10,43.5008,44.7496,42.7504,44.4976,4943799,0.3262,0.55,284954867.75
1993-06-11,45.0016,45.248,43.3776,43.7528,2163599,0.3207,-1.69,278984708.05
1993-06-14,43.9992,44.7496,43.5008,44.6264,2227599,0.3271,2.0,285588787.75
1993-06-15,45.248,45.248,41.8768,42.0,4002799,0.3079,-5.87,304522386.95
1993-06-16,42.252,43.2488,41.5016,42.252,3152499,0.3097,0.58,314002626.55
1993-06-17,42.4984,42.4984,40.4992,41.2496,3655699,0.3024,-2.36,325835986.0
1993-06-18,41.6248,42.1232,39.7488,40.9976,2779399,0.3006,-0.6,326874225.95
1993-06-21,40.4992,40.4992,39.5024,39.6256,2442699,0.2905,-3.36,333149025.65
1993-06-22,40.8744,42.0,39.7488,41.3728,3003399,0.3033,4.41,342452305.25
1993-06-23,41.748,41.748,40.0008,40.4992,1613599,0.2969,-2.11,342452305.25
1993-06-24,40.4992,41.748,40.0008,41.748,1989599,0.306,3.07,347515825.0
1993-06-25,40.376,40.7512,39.5024,40.0008,2296099,0.2932,-4.18,350509584.85
1993-06-28,40.4992,40.4992,38.752,40.124,3157299,0.2941,0.31,358993024.5
1993-06-29,40.2528,40.2528,38.5,38.9984,2627399,0.2859,-2.79,366952864.15
1993-06-30,38.752,39.7488,38.5,39.5024,1787999,0.2896,1.29,366941664.15
1993-07-01,38.9984,39.7488,38.0016,38.0016,1947899,0.2786,-3.8,370007104.05
1993-07-02,38.248,38.752,37.7496,38.5,1710999,0.2822,1.29,368904464.1
1993-07-06,38.248,38.9984,37.4976,37.7496,1386199,0.2767,-1.95,352551904.8
1993-07-07,37.4976,37.8728,36.2488,36.5008,2027099,0.2676,-3.29,332848865.65
1993-07-08,36.5008,37.4976,36.2488,36.5008,1240799,0.2676,0.0,280876387.9
1993-07-09,36.9992,37.2512,36.5008,36.7528,1400699,0.2694,0.67,261035028.75
1993-07-12,36.7528,38.1248,36.2488,38.0016,1552499,0.2786,3.41,257612868.9
1993-07-13,38.752,38.752,36.9992,37.2512,1411699,0.2731,-1.97,253043829.1
1993-07-14,36.7528,37.4976,35.7504,37.2512,2199099,0.2731,0.0,242943109.5
1993-07-15,37.2512,37.7496,35.252,35.7504,3018199,0.2621,-4.03,242191029.5
1993-07-16,28.4984,30.3744,26.4992,27.5016,18976698,0.2016,-23.08,327988620.25
1993-07-19,28.0,28.7504,25.5024,25.6256,7198499,0.1878,-6.85,352735579.15
1993-07-20,26.2528,27.748,25.7488,26.8744,4749199,0.197,4.9,365651978.6
1993-07-21,26.0008,26.7512,25.5024,26.2528,4070599,0.1924,-2.34,371628298.3
1993-07-22,26.0008,26.9976,25.7488,26.4992,1885499,0.1943,0.99,373150938.25
1993-07-23,26.9976,27.5016,26.0008,26.2528,2087299,0.1924,-0.98,373698058.25
1993-07-26,26.7512,27.5016,26.0008,26.8744,1364499,0.197,2.39,368481098.45
1993-07-27,26.7512,27.5016,26.2528,26.4992,1773299,0.1943,-1.37,360730698.75
1993-07-28,26.2528,26.9976,26.2528,26.8744,819599,0.197,1.39,350607018.65
1993-07-29,26.9976,27.5016,26.7512,27.2496,1083699,0.1998,1.42,346662938.85
1993-07-30,27.5016,28.252,26.9976,27.748,1914699,0.2034,1.8,346477018.85
1993-08-02,28.252,29.2488,28.0,28.4984,1931299,0.2089,2.7,347710698.8
1993-08-03,29.0024,29.2488,28.7504,29.0024,1575699,0.2126,1.77,348771898.75
1993-08-04,29.2488,30.4976,29.0024,30.2512,2169599,0.2217,4.28,349569898.75
1993-08-05,30.7496,30.7496,26.4992,29.5008,1870399,0.2163,-2.44,353095658.6
1993-08-06,29.2488,30.2512,29.2488,29.2488,1124299,0.2144,-0.88,351547818.7
1993-08-09,29.2488,30.2512,29.0024,29.7528,1441199,0.2181,1.73,350924538.7
1993-08-10,29.5008,29.7528,28.252,28.4984,1364099,0.2089,-4.22,350657978.7
1993-08-11,28.4984,28.4984,26.9976,27.5016,1490799,0.2016,-3.49,346691498.9
1993-08-12,27.5016,27.748,26.0008,26.4992,3019399,0.1943,-3.62,346698218.9
1993-08-13,26.4992,27.748,26.2528,27.3728,1239399,0.2007,3.29,247369348.75
1993-08-16,27.5016,28.0,27.2496,27.5016,914699,0.2025,0.9,212180070.3
1993-08-17,27.748,28.4984,27.2496,28.3752,965899,0.2089,3.16,190993591.2
1993-08-18,29.0024,29.7528,28.252,28.4984,1684999,0.2098,0.43,177634231.8
1993-08-19,28.7504,28.7504,27.5016,27.5016,1358299,0.2025,-3.48,174681911.9
1993-08-20,27.748,28.0,26.9976,28.0,892299,0.2062,1.83,167989911.65
1993-08-23,28.0,28.7504,27.5016,28.3752,814099,0.2089,1.31,164907671.25
1993-08-24,28.252,28.7504,27.748,28.0,904099,0.2062,-1.29,160040151.5
1993-08-25,28.0,28.252,26.7512,27.2496,1301499,0.2006,-2.72,162738791.95
1993-08-26,27.2496,27.2496,26.4992,26.8744,1572699,0.1979,-1.35,165477191.8
1993-08-27,26.9976,26.9976,26.2528,26.4992,1665799,0.1951,-1.41,164083351.85
1993-08-30,26.4992,26.4992,25.8776,26.0008,2444099,0.1914,-1.9,166955031.7
1993-08-31,26.4992,26.7512,26.0008,26.4992,1141699,0.1951,1.93,164524631.85
1993-09-01,26.4992,26.7512,25.7488,26.124,2013999,0.1924,-1.38,163653271.85
1993-09-02,26.0008,26.2528,25.2504,25.7488,2520099,0.1896,-1.46,167291591.7
1993-09-03,26.0008,26.0008,25.2504,25.7488,1454799,0.1896,0.0,169142391.6
1993-09-07,26.0008,26.9976,25.7488,26.2528,1281599,0.1933,1.95,168248631.65
1993-09-08,26.2528,26.9976,26.0008,26.7512,2023499,0.197,1.91,171941271.5
1993-09-09,26.7512,26.9976,26.0008,26.0008,1335099,0.1914,-2.84,171069351.55
1993-09-10,26.2528,26.2528,25.3736,26.2528,1200799,0.1933,0.99,160885192.0
1993-09-13,26.2528,26.4992,24.752,25.2504,2283799,0.1859,-3.83,166733831.75
1993-09-14,24.248,24.9984,24.0016,24.248,2469999,0.1785,-3.98,175443511.35
1993-09-15,24.5,24.9984,23.4976,24.5,2301099,0.1804,1.06,182920631.05
1993-09-16,24.248,24.9984,24.248,24.752,767500,0.1822,1.0,177782631.85
1993-09-17,24.3768,25.5024,24.248,25.2504,1535999,0.1859,2.03,178777751.85
1993-09-20,25.2504,25.5024,24.752,24.8752,991399,0.1831,-1.51,179332712.35
1993-09-21,24.752,25.2504,23.8728,24.5,1307999,0.1804,-1.47,182098552.8
1993-09-22,24.248,25.5024,24.248,25.5024,986499,0.1878,4.1,182559992.75
1993-09-23,25.5024,25.5024,24.5,24.752,1169199,0.1822,-2.98,181819112.75
1993-09-24,24.9984,25.2504,24.5,24.9984,683699,0.1841,1.04,176840713.0
1993-09-27,24.9984,25.2504,24.248,24.752,1010899,0.1822,-1.03,173173273.15
